UID_01,BIOCHEMICAL,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,ABC_BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME,UCLEB_NMR_NAME,SHANGHAI_CHD_METABOLON_NAME,HCI_WCMC_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
HMDB01882,"1,3-dihydroxyacetone","1,3-dihydroxyacetone",,,_1_3_dihydroxyacetone,,,,,,,,,"1,3-dihydroxyacetone",,HMDB01882,HMDB01882,,100000143,35963,670,,,,,96-26-4;62147-49-3,C00184,CARBOHYDRATE,"GLYCOLYSIS, GLUCONEOGENESIS, PYRUVATE METABOLISM",
HMDB01857,"1,3-dimethylurate","1,3-dimethylurate",,,_1_3_dimethylurate,,,,"1,3-dimethylurate",,"1,3-dimethylurate","1,3-dimethylurate",,,,HMDB01857,HMDB01857,,100001106,32391,70346,,,,,944-73-0,,XENOBIOTICS,XANTHINE METABOLISM,
HMDB31011,"1,3-dipalmitoylglycerol","1,3-dipalmitoylglycerol",,,_1_3_dipalmitoylglycerol,,,,,,,"1,3-dipalmitoylglycerol",,,,HMDB31011,HMDB31011,,1730,35728,68149,,,,,26657-95-4,,LIPID,DIACYLGLYCEROL,
HMDB00051,"1,5-anhydroglucitol","1,5-anhydroglucitol",,,,,,,,,,,,,"1,5-anhydroglucitol",HMDB00051,HMDB00051,,,,,,,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N,,,,,
HMDB02712,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",,,_1_5_anhydroglucitol__1_5_ag_,,,,"1,5-anhydroglucitol (1,5-AG)",,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",,"1,5-anhydroglucitol (1,5-AG)",,HMDB02712,HMDB02712,,100000580,20675,64960,,,,,154-58-5,C07326,CARBOHYDRATE,"GLYCOLYSIS, GLUCONEOGENESIS, PYRUVATE METABOLISM",
HMDB00640,"1,6-anhydroglucose","1,6-anhydroglucose",,,_1_6_anhydroglucose,,,,,,"1,6-anhydroglucose","1,6-anhydroglucose",,,levoglucosan,HMDB00640,HMDB00640,,100000939,21049,11412545;2724705,,,"InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1",TWNIBLMWSKIRAT-VFUOTHLCSA-N,498-07-7,,CARBOHYDRATE; XENOBIOTICS,"GLYCOLYSIS, GLUCONEOGENESIS, PYRUVATE METABOLISM; FOOD COMPONENT/PLANT",
HMDB11103,"1,7-dimethylurate","1,7-dimethylurate",,,_1_7_dimethylurate,,,,"1,7-dimethylurate",,"1,7-dimethylurate","1,7-dimethylurate",,"1,7-dimethylurate",,HMDB11103,HMDB11103,,100001399,34400,91611,,,,,33868-03-0,C16356,XENOBIOTICS,XANTHINE METABOLISM,
COMP54999,1-(1-enyl-oleoyl)-2-linoleoyl-GPE (P-18:1/18:2)*,1-(1-enyl-oleoyl)-2-linoleoyl-GPE (P-18:1/18:2)*,,,_1__1_enyl_oleoyl__2_l_gpe,,,,,,,,,,,,,,,54999,,,,,,,,LIPID,LYSOPLASMALOGEN,
CHEM100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)* or 1-oleoylplasmenylethanolamine*,1-(1-enyl-oleoyl)-GPE (P-18:1),1-oleoylplasmenylethanolamine,,_1__1_enyl_oleoyl__gpe__p_18_,_1_oleoylplasmenylethanolamin,,,1-(1-enyl-oleoyl)-GPE (P-18:1)*,,,1-oleoylplasmenylethanolamine*,,,,,,,100005372,44621,,,,,,,,LIPID,LYSOLIPID; LYSOPLASMALOGEN,
CHEM100009014,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/2,,,_1__1_enyl_palmitoyl__2_a_gpc,,,,,,,,,,,,,,100009014,52689,,,,,,,,LIPID,PLASMALOGEN,
CHEM100009002,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/2,,,_1__1_enyl_palmitoyl__2_a_gpe,,,,,,,,,,,,,,100009002,52673,,,,,,,,LIPID,PLASMALOGEN,
CHEM100009009,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2,,,_1__1_enyl_palmitoyl__2_l_gpc,,,,,,,,,,,,,,100009009,52682,,,,,,,,LIPID,PLASMALOGEN,
CHEM100009069,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2,,,_1__1_enyl_palmitoyl__2_l_gpe,,,,,,,,,,,,,,100009069,52677,,,,,,,,LIPID,PLASMALOGEN,
CHEM100009007,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,,,_1__1_enyl_palmitoyl__2_o_gpc,,,,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,,,,,,,,,,100009007,52478,,,,,,,,LIPID,PLASMALOGEN,
CHEM100009005,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,,,_1__1_enyl_palmitoyl__2_o_gpe,,,,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,,,,,,,,,,100009005,52477,,,,,,,,LIPID,PLASMALOGEN,
CHEM100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/1,,,_1__1_e_p__2_palmitoleoyl_gpc,,,,,,,,,,,,,,100009160,52713,,,,,,,,LIPID,PLASMALOGEN,
CHEM100009162,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0,,,_1__1_e_p__2_palmitoyl_gpc,,,,,,,,,,,,,,100009162,52716,11146967,,,,,,,LIPID,PLASMALOGEN,
CHEM100002875,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,,,_1__1_enyl_palmitoyl__gpc__p_,,,,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,,,,,,,,,,100002875,52474,10917802,,,,,,,LIPID,LYSOPLASMALOGEN,
CHEM100003000,1-(1-enyl-palmitoyl)-GPE (P-16:0)* or 1-palmitoylplasmenylethanolamine*,1-(1-enyl-palmitoyl)-GPE (P-16:0),1-palmitoylplasmenylethanolamine,,_1__1_enyl_palmitoyl__gpe__p_,_1_palmitoylplasmenylethanola,,,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,,,1-palmitoylplasmenylethanolamine*,,1-palmitoylplasmenylethanolamine*,,,,,100003000,39270,,,,,,,,LIPID,LYSOLIPID; LYSOPLASMALOGEN,
HMDB05779,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20,,,_1__1_enyl_stearoyl__2_a_gpe,,,,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,,,,,,,HMDB05779,HMDB05779,,100008999,52475,9547058,,,,,,,LIPID,PLASMALOGEN,
CHEM100009004,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0,,,,,,,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,,,,,,,,,,100009004,52476,,,,,,,,,,
CHEM100009225,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2),,,_1__1_enyl_stearoyl__2_l_gpe,,,,,,,,,,,,,,100009225,52748,,,,,,,,LIPID,PLASMALOGEN,
CHEM100008919,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),,,_1__1_enyl_stearoyl__2_o_gpe,,,,,,,,,,,,,,100008919,52614,,,,,,144371-68-6,,LIPID,PLASMALOGEN,
CHEM100003001,1-(1-enyl-stearoyl)-GPE (P-18:0)* or 1-stearoylplasmenylethanolamine*,1-(1-enyl-stearoyl)-GPE (P-18:0),1-stearoylplasmenylethanolamine,,_1__1_enyl_stearoyl__gpe__p_1,_1_stearoylplasmenylethanolam,,,1-(1-enyl-stearoyl)-GPE (P-18:0)*,,,1-stearoylplasmenylethanolamine*,,,,,,,100003001,39271,,,,,,,,LIPID,LYSOLIPID; LYSOPLASMALOGEN,
ME056173,1-Linoleoyl-2-stearoyl-sn-glycero-3-phospho-(1'-sn-glycerol),1-Linoleoyl-2-stearoyl-sn-glycero-3-phospho-(1'-s,,,,,,,,,,,,,1-Linoleoyl-2-stearoyl-sn-glycero-3-phospho-(1'-sn-glycerol),,,,,,,,,,,,,,,
CHEM100000611,1-O-hexadecylglycerophosphocholine,1-O-hexadecylglycerophosphocholine,,,,,,,1-palmityl-GPC (O-16:0),,1-O-hexadecylglycerophosphocholine,,,,,,,,100000611,20458;34417,,,,,,,,,,
HMDB10395,1-arachidonoyl-GPC (20:4n6) or 1-arachidonoylglycerophosphocholine (20:4n6)*,1-arachidonoyl-GPC (20:4n6),1-arachidonoylglycerophosphocholine (20:4n6),,_1_arachidonoyl_gpc__20_4n6_,_1_arachidonoylglycerophoscho,,C20:4 LPC,1-arachidonoyl-GPC (20:4)*,,1-arachidonoylglycerophosphocholine*,1-arachidonoylglycerophosphocholine (20:4n6)*,,1-arachidonoylglycerophosphocholine*,,HMDB10395,HMDB10395,,100001551,33228;34061,,,,,,,C05208,LIPID,LYSOLIPID,
HMDB11517,1-arachidonoyl-GPE (20:4n6)* or 1-arachidonoylglycerophosphoethanolamine*,1-arachidonoyl-GPE (20:4n6),1-arachidonoylglycerophosphoethanolamine,,_1_arachidonoyl_gpe__20_4n6_,_1_arachidonoylglycerophoseth,,C20:4 LPE,1-arachidonoyl-GPE (20:4)*,,1-arachidonoylglycerophosphoethanolamine*,1-arachidonoylglycerophosphoethanolamine*,,1-arachidonoylglycerophosphoethanolamine*,,HMDB11517,HMDB11517,,100001571,35186,42607465,,,,,,,LIPID,LYSOLIPID,
HMDB61690,1-arachidonoyl-GPI (20:4)* or 1-arachidonoylglycerophosphoinositol*,1-arachidonoyl-GPI (20:4),1-arachidonoylglycerophosphoinositol,,_1_arachidonoyl_gpi__20_4_,_1_arachidonoylglycerophosino,,,1-arachidonoyl-GPI (20:4)*,,1-arachidonoylglycerophosphoinositol*,1-arachidonoylglycerophosphoinositol*,,1-arachidonoylglycerophosphoinositol*,,HMDB61690,HMDB61690,,100001654,34214,,,,,,,,LIPID,LYSOLIPID,
CHEM100004442,1-arachidonoylglyercophosphate or 1-arachidonoyl LPA,1-arachidonoylglyercophosphate,1-arachidonoyl LPA,,_1_arachidonoylglyercophospha,_1_arachidonoyl_lpa,,,1-arachidonoyl-GPA (20:4),,,1-arachidonoylglyercophosphate,,,,,,,100004442,42768;46325,,,,,,799268-65-8,,LIPID,LYSOLIPID,
HMDB11572,1-arachidonylglycerol or 1-arachidonylglycerol (20:4),1-arachidonylglycerol,1-arachidonylglycerol (20:4),,_1_arachidonylglycerol,_1_arachidonylglycerol__20_4_,,,1-arachidonylglycerol (20:4),,,1-arachidonylglycerol,,,,HMDB11572,HMDB11572,,100001433,34397,5282281,,,,,35474-99-8,C13857,LIPID,MONOACYLGLYCEROL,
HMDB10390,1-arachidoylglycerophosphocholine (20:0),1-arachidoylglycerophosphocholine (20:0),,,_1_arachidoylglycerophosphoch,,,,1-arachidoyl-GPC (20:0),,,1-arachidoylglycerophosphocholine (20:0),,1-arachidoylglycerophosphocholine,,HMDB10390,HMDB10390,,100001384,35623;45456,24779473,,,,,,C04230,LIPID,LYSOLIPID,
CHEM100006121,"1-dihomo-linolenylglycerol (20:3) or 1-dihomo-linolenylglycerol (alpha, gamma)",1-dihomo-linolenylglycerol (20:3),"1-dihomo-linolenylglycerol (alpha, gamma)",,_1_dihomo_linolenylglycerol__,,,,"1-dihomo-linolenylglycerol (alpha, gamma)",,,"1-dihomo-linolenylglycerol (alpha, gamma)",,,,,,,100006121,48341,,,,,,,,LIPID,MONOACYLGLYCEROL,
COMP35103,1-dihomo-linoleoylglycerol (20:2),1-dihomo-linoleoylglycerol (20:2),,,_1_dihomo_linoleoylglycerol__,,,,,,,,,,,,,,,35103,,,,,,,,LIPID,"FATTY ACID, KETO",
HMDB11587,1-docosahexaenoylglycerol (1-monodocosahexaenoin),1-docosahexaenoylglycerol,1-monodocosahexaenoin,,_1_docosahexaenoylglycerol,,,,1-docosahexaenoylglycerol (22:6),,,1-docosahexaenoylglycerol,,,,HMDB11587,HMDB11587,,100001481,35153;52402,,,,,,,,LIPID,MONOACYLGLYCEROL,
CHEM100001566,1-docosahexaenoylglycerophosphocholine (22:6n3)*,1-docosahexaenoylglycerophosphocholine (22:6n3)*,,,_1_docosahexaenoylglycerophos,,,,1-docosahexaenoyl-GPC (22:6)*,,1-docosahexaenoylglycerophosphocholine*,1-docosahexaenoylglycerophosphocholine (22:6n3)*,,1-docosahexaenoylglycerophosphocholine*,,,,,100001566,33822,,,,,,,,LIPID,LYSOLIPID,
CHEM100002060,1-docosahexaenoylglycerophosphoethanolamine* (X - 12644),1-docosahexaenoylglycerophosphoethanolamine,X - 12644,,_1_docosahexaenoylglyceropeth,x_12644,,,1-docosahexaenoyl-GPE (22:6)*,,X - 12644,1-docosahexaenoylglycerophosphoethanolamine*,,1-docosahexaenoylglycerophosphoethanolamine,,,,,100002060,44633;34244,,,,,,,,LIPID,LYSOLIPID,
CHEM100005673,1-docosapentaenoyl-GPC (22:5n6)*,1-docosapentaenoyl-GPC (22:5n6)*,,,,,,,1-docosapentaenoyl-GPC (22:5n6)*,,,1-docosapentaenoylglycerophosphocholine (22:5n6)*,,,,,,,100005673,45675,,,,,,,,,,
CHEM100002063,1-docosapentaenoylglycerophosphocholine (22:5)*,1-docosapentaenoylglycerophosphocholine (22:5)*,,,_1_docosapentaenoylglyceropho,,,,1-docosapentaenoyl-GPC (22:5n3)*,,1-docosapentaenoylglycerophosphocholine*,1-docosapentaenoylglycerophosphocholine (22:5n3)*,,1-docosapentaenoylglycerophosphocholine*,,,,,100002063,37231,,,,,,,,LIPID,LYSOLIPID,
CHEM100001553,1-eicosadienoylglycerophosphocholine* (1-dihomo-linoleoylglycerophosphocholine (20:2n6)*),1-eicosadienoylglycerophosphocholine,1-dihomo-linoleoylglycerophosphocholine (20:2n6),,_1_eicosadienoylglycerophosph,_1_dihomo_linoleoylglyceropho,,,1-dihomo-linoleoyl-GPC (20:2)*,,1-eicosadienoylglycerophosphocholine*,1-dihomo-linoleoylglycerophosphocholine (20:2n6)*,,1-eicosadienoylglycerophosphocholine*,,,,,100001553,33871,,,,,,,,LIPID,LYSOLIPID,
HMDB11580,1-eicosapentaenoylglycerol (20:5)*,1-eicosapentaenoylglycerol (20:5)*,,,_1_eicosapentaenoylglycerol__,,,,,,,,,,,HMDB11580,HMDB11580,,,53220,,,,,,,,LIPID,MONOACYLGLYCEROL,
CHEM100005351,1-eicosapentaenoylglycerophosphocholine (20:5n3)*,1-eicosapentaenoylglycerophosphocholine (20:5n3)*,,,_1_eicosapentaenoylglyceropho,,,,1-eicosapentaenoyl-GPC (20:5)*,,,1-eicosapentaenoylglycerophosphocholine (20:5n3)*,,,,,,,100005351,44563,,,,,,,,LIPID,LYSOLIPID,
CHEM100004552,1-eicosapentaenoylglycerophosphoethanolamine*,1-eicosapentaenoylglycerophosphoethanolamine*,,,_1_eicosapentaenoylglyceropet,,,,1-eicosapentaenoyl-GPE (20:5)*,,,1-eicosapentaenoylglycerophosphoethanolamine*,,,,,,,100004552,44626;47888,,,,,,,,LIPID,LYSOLIPID,
CHEM100001552,1-eicosatrienoylglycerophosphocholine (20:3) or 1-dihomo-linolenoyl-GPC (20:3n3 or 6)*,1-eicosatrienoylglycerophosphocholine (20:3),1-dihomo-linolenoyl-GPC (20:3n3 or 6),,_1_eicosatrienoylglycerophosp,_1_dihomo_linolenoyl_gpc__20_,,,1-eicosatrienoyl-GPC (20:3)*,,1-eicosatrienoylglycerophosphocholine*,1-eicosatrienoylglycerophosphocholine (20:3)*,,1-eicosatrienoylglycerophosphocholine*,,,,,100001552,33821,,,,,,,,LIPID,LYSOLIPID,
CHEM100005371,1-eicosatrienoylglycerophosphoethanolamine*,1-eicosatrienoylglycerophosphoethanolamine*,,,_1_eicosatrienoylglyceroppeth,,,,1-eicosatrienoyl-GPE (20:3)*,,,1-eicosatrienoylglycerophosphoethanolamine*,,,,,,,100005371,44630,,,,,,,,LIPID,LYSOLIPID,
CHEM100005352,1-eicosenoylglycerophosphocholine (20:1n9)*,1-eicosenoylglycerophosphocholine (20:1n9)*,,,_1_eicosenoylglycerophosphoch,,,,1-eicosenoyl-GPC (20:1)*,,,1-eicosenoylglycerophosphocholine (20:1n9)*,,,,,,,100005352,44560,,,,,,,,LIPID,LYSOLIPID,
CHEM100005376,1-eicosenoylglycerophosphoethanolamine (20:1n9)*,1-eicosenoylglycerophosphoethanolamine (20:1n9)*,,,_1_eicosenoylglycerophosphoet,,,,,,,,,,,,,,100005376,44628,,,,,,,,LIPID,LYSOLIPID,
HMDB12108,1-heptadecanoylglycerophosphocholine (1-margaroylglycerophosphocholine (17:0)),1-heptadecanoylglycerophosphocholine,1-margaroylglycerophosphocholine (17:0),,_1_heptadecanoylglycerophosph,_1_margaroylglycerophosphocho,,,1-margaroyl-GPC (17:0),lysoPhosphatidylcholine a C17:0,1-heptadecanoylglycerophosphocholine,1-margaroylglycerophosphocholine (17:0),,1-heptadecanoylglycerophosphocholine,,HMDB12108,HMDB12108,,100001264,33957;44682,24779463,,,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s1",SRRQPVVYXBTRQK-XMMPIXPASA-N,50930-23-9,C04230,LIPID,LYSOLIPID,
CHEM100002171,1-heptadecanoylglycerophosphoethanolamine* (1-margaroylglycerophosphoethanolamine*),1-heptadecanoylglycerophosphoethanolamine,1-margaroylglycerophosphoethanolamine,,_1_heptadecanoylglyceropea,_1_margaroylglycerophosphoeth,,,1-margaroyl-GPE (17:0)*,,,,,,,,,,100002171,37419,,,,,,,,LIPID,LYSOLIPID,
CHEM100002394,1-hydroxy-2-naphthalenecarboxylate,1-hydroxy-2-naphthalenecarboxylate,,,_1_hydroxy_2_naphthalenecarbo,,,,1-hydroxy-2-naphthalenecarboxylate,,,,,,,,,,100002394,38140,6844,,,,,86-48-6,C03203,XENOBIOTICS,DRUG,
CHEM100002873,1-lignoceroyl-GPC (24:0),1-lignoceroyl-GPC (24:0),,,_1_lignoceroyl_gpc__24_0_,,,,,,,,,,,,,,100002873,49617,,,,,,325171-59-3,,LIPID,LYSOLIPID,
CHEM100005350,1-linolenoyl-GPC (18:3)* or 1-linolenoylglycerophosphocholine (18:3n3)*,1-linolenoyl-GPC (18:3),1-linolenoylglycerophosphocholine (18:3n3),,_1_linolenoylglycerophosphoch,,,,1-linolenoyl-GPC (18:3)*,,,1-linolenoylglycerophosphocholine (18:3n3)*,,,,,,,100005350,44562;45951,,,,,,,,LIPID,LYSOLIPID,
HMDB11569,1-linolenoylglycerol (1-gamma-linolenoylglycerol),1-linolenoylglycerol,1-gamma-linolenoylglycerol,,_1_linolenoylglycerol,_1_gamma_linolenoylglycerol,,,1-linolenoylglycerol (18:3),,,,,,,HMDB11569,HMDB11569,,100001435,34393,53480978,,,,,124151-74-2,,LIPID,MONOACYLGLYCEROL,
CHEM100005714,1-linolenoylglycerophosphoethanolamine (18:3n3)*,1-linolenoylglycerophosphoethanolamine (18:3n3)*,,,_1_linolenoylglycerophosphoet,,,,,,,,,,,,,,100005714,45976,,,,,,,,LIPID,LYSOLIPID,
CHEM100009131,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,,,_1_linoleoyl_2_a_gpc,,,,,,,,,,,,,,100009131,52710,,,,,,,,LIPID,PHOSPHOLIPID METABOLISM,
CHEM100009222,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,,,_1_linoleoyl_2_a_gpe,,,,,,,,,,,,,,100009222,53189,,,,,,,,LIPID,PHOSPHOLIPID METABOLISM,
COMP53211,1-linoleoyl-2-docosapentaenyol-GPC (18:2/22:5n3)*,1-linoleoyl-2-docosapentaenyol-GPC (18:2/22:5n3)*,,,_1_linoleoyl_2_docosapent_gpc,,,,,,,,,,,,,,,53211,,,,,,,,LIPID,PHOSPHOLIPID METABOLISM,
CHEM100009343,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,,,_1_linoleoyl_2_linolenoyl_gpc,,,,,,,,,,,,,,100009343,53176,,,,,,,,LIPID,PHOSPHOLIPID METABOLISM,
HMDB07856,1-linoleoyl-GPA (18:2)*,1-linoleoyl-GPA (18:2)*,,,_1_linoleoyl_gpa__18_2_,,,,,,,,,,,HMDB07856,HMDB07856,,100009082,52690,,,,,,,,LIPID,LYSOLIPID,
HMDB10386,1-linoleoyl-GPC (18:2) or 1-linoleoylglycerophosphocholine (18:2n6),1-linoleoyl-GPC (18:2),1-linoleoylglycerophosphocholine (18:2n6),,_1_linoleoyl_gpc__18_2_,_1_linoleoylglycerophosphocho,,C18:2 LPC,1-linoleoyl-GPC (18:2),lysoPhosphatidylcholine a C18:2,1-linoleoylglycerophosphocholine,1-linoleoylglycerophosphocholine (18:2n6),,1-linoleoylglycerophosphocholine,,HMDB10386,HMDB10386,,100001395,34419,11988421,,,"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1",SPJFYYJXNPEZDW-FTJOPAKQSA-N,,C04100,LIPID,LYSOLIPID,
HMDB11507,1-linoleoyl-GPE (18:2)* or 1-linoleoylglycerophosphoethanolamine*,1-linoleoyl-GPE (18:2),1-linoleoylglycerophosphoethanolamine,,_1_linoleoyl_gpe__18_2_,_1_linoleoylglycerophosphoeth,,C18:2 LPE,1-linoleoyl-GPE (18:2)*,,1-linoleoylglycerophosphoethanolamine*,1-linoleoylglycerophosphoethanolamine*,,1-linoleoylglycerophosphoethanolamine*,"LysoPE(18:2(9Z,12Z)/0:0)",HMDB11507,HMDB11507,,100001570,32635;36600,52925130,,83058,"InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1",DBHKHNGBVGWQJE-USWSLJGRSA-N,,,LIPID,LYSOLIPID,orig NIHWCMC name: LPE (18:2)
CHEM100009227,1-linoleoyl-GPG (18:2)*,1-linoleoyl-GPG (18:2)*,,,_1_linoleoyl_gpg__18_2_,,,,,,,,,,,,,,100009227,54885,,,,,,,,LIPID,LYSOLIPID,
CHEM100001778,1-linoleoyl-GPI (18:2)* or 1-linoleoylglycerophosphoinositol*,1-linoleoyl-GPI (18:2),1-linoleoylglycerophosphoinositol,,_1_linoleoylglycerophosphoino,,,,1-linoleoyl-GPI (18:2)*,,,1-linoleoylglycerophosphoinositol*,,,,,,,100001778,36594,,,,,,,,LIPID,LYSOLIPID,
CHEM100001040,1-linoleoylglycerol (1-monolinolein) or 1-linoleoylglycerol (18:2),1-linoleoylglycerol (1-monolinolein),1-linoleoylglycerol (18:2),,_1_linoleoylglycero,_1_linoleoylglycerol__18_2_,,,1-linoleoylglycerol (18:2),,1-linoleoylglycerol (1-monolinolein),1-linoleoylglycerol (1-monolinolein),,,,,,,100001040,27447;52388,5283469,,,,,2277-28-3,,LIPID,MONOACYLGLYCEROL,
CHEM100009037,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,,,,,,,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,,,,,,,,,,100009037,52500,,,,,,,,,,
CHEM100009036,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,,,,,,,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,,,,,,,,,,100009036,52499,,,,,,,,,,
COMP34391,1-margaroylglycerol (17:0),1-margaroylglycerol (17:0),,,_1_margaroylglycerol__17_0_,,,,,,,,,,,,,,,34391,107036,,,,,68002-72-2,,LIPID,MONOACYLGLYCEROL,
COMP33507,1-methyl-2-piperidinecarboxylic acid (X - 12092),1-methyl-2-piperidinecarboxylic acid,X - 12092,,_1_methyl_2_piperidinecarboxy,x_12092,,,,,X - 12092,,,X - 12092,,,,,,33507,,,,,,,,,,
COMP42938_43449,1-methyl-beta-carboline-3-carboxylic acid,1-methyl-beta-carboline-3-carboxylic acid,,,_1_methyl_beta_carboline_3_ca,,,,,,,,,,,,,,,42938;43449,5406157,,,,,22329-38-0,,XENOBIOTICS,FOOD COMPONENT/PLANT,
HMDB01522,1-methylguanidine,1-methylguanidine,,,_1_methylguanidine,,,,,,,,,,,HMDB01522,HMDB01522,,100000715,48114,10111,,,,,22661-87-6,C02294,AMINO ACID,GUANIDINO AND ACETAMIDO METABOLISM,
HMDB00898,1-methylhistamine,1-methylhistamine,,,,,,1-methylhistamine,,,,,,,,HMDB00898,HMDB00898,,,,,,,,,,,,,
HMDB00001,1-methylhistidine,1-methylhistidine,,,_1_methylhistidine,,,,1-methylhistidine,,,1-methylhistidine,,,,HMDB00001,HMDB00001,,100001051,30460,9.21057E+11,,,,,332-80-9,C01152,AMINO ACID,HISTIDINE METABOLISM,
HMDB02820,1-methylimidazoleacetate,1-methylimidazoleacetate,,,_1_methylimidazoleacetate,,,,1-methylimidazoleacetate,,,1-methylimidazoleacetate,,,,HMDB02820,HMDB02820,,100001208,32350,75810,,,,,2625-49-2,C05828,AMINO ACID,HISTIDINE METABOLISM,
HMDB00699,1-methylnicotinamide,1-methylnicotinamide,,,_1_methylnicotinamide,,,1-methylnicotinamide,1-methylnicotinamide,,,1-methylnicotinamide,,,,HMDB00699,HMDB00699,,55,27665,10129985,,,,,1005-24-9,C02918,COFACTORS AND VITAMINS,NICOTINATE AND NICOTINAMIDE METABOLISM,
